filename,FaceOcclusion,gender
database3/database3/m.0256vn/81-FaceId-0_align.webp,0.027789406478405,x
database3/database3/m.01dgwg/29-FaceId-0_align.webp,0.01732983998954296,x
database3/database3/m.02l0nk/72-FaceId-0_align.webp,0.014939336106181145,x
database3/database3/m.026jp3/94-FaceId-1_align.webp,0.021444780752062798,x
database3/database3/m.01ncgyv/24-FaceId-0_align.webp,0.02105109952390194,x
database3/database3/m.02kx7g/42-FaceId-0_align.webp,0.09915944188833237,x
database3/database3/m.02b1t9/89-FaceId-0_align.webp,0.04092826321721077,x
database3/database3/m.027ndl1/5-FaceId-0_align.webp,0.029775863513350487,x
database3/database3/m.0280y3d/15-FaceId-0_align.webp,0.0645177885890007,x
database3/database3/m.01bqmg/52-FaceId-0_align.webp,0.012949531897902489,x
database3/database3/m.01rqtb8/39-FaceId-0_align.webp,0.034528523683547974,x
database3/database3/m.026d39_/53-FaceId-0_align.webp,0.018120691180229187,x
database3/database3/m.027fgzm/14-FaceId-0_align.webp,0.025336917489767075,x
database3/database3/m.026mzh/43-FaceId-0_align.webp,0.03371718153357506,x
database3/database3/m.02gtr/19-FaceId-0_align.webp,0.012362049892544746,x
database3/database3/m.01w2hnz/67-FaceId-0_align.webp,0.0411873534321785,x
database3/database3/m.027y_/1-FaceId-0_align.webp,0.015545392408967018,x
database3/database3/m.0277dcq/8-FaceId-0_align.webp,0.014956299215555191,x
database3/database3/m.015wkb/78-FaceId-0_align.webp,0.029508864507079124,x
database3/database3/m.01v7mn/98-FaceId-0_align.webp,0.013484803028404713,x
database3/database3/m.017fg7/46-FaceId-0_align.webp,0.025249695405364037,x
database3/database3/m.029cvr/81-FaceId-0_align.webp,0.050996627658605576,x
database3/database3/m.027fxnv/10-FaceId-0_align.webp,0.0169821884483099,x
database3/database3/m.01s0hl/29-FaceId-0_align.webp,0.016046633943915367,x
database3/database3/m.01l8n7l/29-FaceId-0_align.webp,0.013251809403300285,x
database3/database3/m.01n23y8/47-FaceId-0_align.webp,0.039926256984472275,x
database3/database3/m.01vvzb1/78-FaceId-0_align.webp,0.008892985992133617,x
database3/database3/m.01rb7m8/39-FaceId-0_align.webp,0.018577497452497482,x
database3/database3/m.01sv0c/9-FaceId-0_align.webp,0.013568026013672352,x
database3/database3/m.01903y/109-FaceId-0_align.webp,0.03494161367416382,x
database3/database3/m.02712zy/98-FaceId-0_align.webp,0.012676581740379333,x
database3/database3/m.01vdht_/94-FaceId-0_align.webp,0.023213189095258713,x
database3/database3/m.01y6p4/80-FaceId-0_align.webp,0.011630311608314514,x
database3/database3/m.01qqzlt/32-FaceId-0_align.webp,0.029070507735013962,x
database3/database3/m.019ghj/94-FaceId-0_align.webp,0.015034668147563934,x
database3/database3/m.027t5rk/18-FaceId-0_align.webp,0.021988768130540848,x
database3/database3/m.01c3ww/45-FaceId-0_align.webp,0.016663366928696632,x
database3/database3/m.027j653/62-FaceId-0_align.webp,0.04416035860776901,x
database3/database3/m.0288m2k/83-FaceId-0_align.webp,0.011121083982288837,x
database3/database3/m.01pjk0c/98-FaceId-1_align.webp,0.041506629437208176,x
database3/database3/m.0274sdf/85-FaceId-0_align.webp,0.013993931002914906,x
database3/database3/m.022v_g/25-FaceId-0_align.webp,0.01905648596584797,x
database3/database3/m.011t6/20-FaceId-0_align.webp,0.015526079572737217,x
database3/database3/m.01gdq0/78-FaceId-0_align.webp,0.01217830739915371,x
database3/database3/m.01nb4b/69-FaceId-0_align.webp,0.01518362294882536,x
database3/database3/m.01pp5l0/22-FaceId-0_align.webp,0.024367978796362877,x
database3/database3/m.01kk0s/28-FaceId-0_align.webp,0.02229003608226776,x
database3/database3/m.0262k2t/53-FaceId-0_align.webp,0.014050415717065334,x
database3/database3/m.027x63/66-FaceId-0_align.webp,0.023957574740052223,x
database3/database3/m.01h9ls/21-FaceId-0_align.webp,0.01600578986108303,x
database3/database3/m.01zg98/109-FaceId-0_align.webp,0.01927810162305832,x
database3/database3/m.01n87r_/34-FaceId-0_align.webp,0.012498588301241398,x
database3/database3/m.02lq10/58-FaceId-0_align.webp,0.0457153394818306,x
database3/database3/m.026h9hk/86-FaceId-0_align.webp,0.055369168519973755,x
database3/database3/m.02k6rq/94-FaceId-0_align.webp,0.013913365080952644,x
database3/database3/m.01c678/45-FaceId-0_align.webp,0.017816783860325813,x
database3/database3/m.027409k/88-FaceId-0_align.webp,0.015872972086071968,x
database3/database3/m.01l1l6_/6-FaceId-0_align.webp,0.016236091032624245,x
database3/database3/m.02317g/13-FaceId-0_align.webp,0.021218018606305122,x
database1/img00011489.webp,0.016108404844999313,x
database3/database3/m.012w36/65-FaceId-0_align.webp,0.049419112503528595,x
database3/database3/m.026xm54/97-FaceId-0_align.webp,0.021570861339569092,x
